genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,protein_dry_basis,oil_dry_basis
N17-682,PLY,LU 5 Late,2020,3,7,100,p,NA,t,NA,NA,1244.4,12.3,2.5,42.23,22.83
N17-682,PLY,LU 5 Late,2020,4,7,123,p,NA,t,NA,NA,1404.2,NA,NA,NA,NA
N17-1459,PLY,LU 5 Late,2020,1,8,11,p,45,s,1.5,24,660.6,11.4,3,40.26,24.03
N17-1459,PLY,LU 5 Late,2020,2,8,36,p,44,s,1.5,30,1226.8,11,2.5,39.82,24.01
N17-1459,PLY,LU 5 Late,2020,3,8,71,p,NA,s,NA,NA,1196.6,11.8,2.5,41.98,23.47
N17-1459,PLY,LU 5 Late,2020,4,8,140,p,NA,s,NA,NA,1352.5,NA,NA,NA,NA
N17-1469,PLY,LU 5 Late,2020,1,9,35,p,45,t,1.5,25,1371.6,14.2,2,46.21,21.92
N17-1469,PLY,LU 5 Late,2020,2,9,47,p,44,t,1.5,26,1072.2,13.6,2,45.02,22.2
N17-1469,PLY,LU 5 Late,2020,3,9,97,p,NA,t,NA,NA,1254.2,15,2,45.88,22.35
N17-1469,PLY,LU 5 Late,2020,4,9,128,p,NA,t,NA,NA,1239.4,NA,NA,NA,NA
N17-1853,PLY,LU 5 Late,2020,1,10,9,w,46,g,1,21,600,13.4,2,46.59,19.97
N17-1853,PLY,LU 5 Late,2020,2,10,44,w,46,g,1.5,30,1189.7,15.3,2,47.65,19.77
N17-1853,PLY,LU 5 Late,2020,3,10,99,w,NA,g,NA,NA,1116.8,15.3,2,48.79,19.01
N17-1853,PLY,LU 5 Late,2020,4,10,118,w,NA,g,NA,NA,990.7,NA,NA,NA,NA
N17-2202,PLY,LU 5 Late,2020,1,11,2,p,46,lt,1.5,18,369.7,11.5,2,45.34,22.44
N17-2202,PLY,LU 5 Late,2020,2,11,63,p,53,lt,1.5,25,819,12.7,3,46.86,19.96
N17-2202,PLY,LU 5 Late,2020,3,11,76,p,NA,lt,NA,NA,1028.8,15.4,2.5,48.54,20.4
N17-2202,PLY,LU 5 Late,2020,4,11,132,p,NA,lt,NA,NA,956.7,NA,NA,NA,NA
N17-2488,PLY,LU 5 Late,2020,1,12,29,p,47,g,1,24,1058.1,13.7,2,42.3,22.68
N17-2488,PLY,LU 5 Late,2020,2,12,69,p,46,g,1.5,23,1144.1,15.2,2,48.69,19.99
N17-2488,PLY,LU 5 Late,2020,3,12,77,p,NA,g,NA,NA,1273,15.5,2,42.15,23.39
N17-2488,PLY,LU 5 Late,2020,4,12,113,p,NA,g,NA,NA,1046,NA,NA,NA,NA
N17-2508,PLY,LU 5 Late,2020,1,13,7,p,45,g,1.5,20,744.7,11.7,2,42.56,22.04
N17-2508,PLY,LU 5 Late,2020,2,13,39,p,48,g,1.5,26,1031.7,11.9,2.5,44.74,21.15
N17-2508,PLY,LU 5 Late,2020,3,13,89,p,NA,g,NA,NA,854.5,11.8,2.5,44.92,21.4
N17-2508,PLY,LU 5 Late,2020,4,13,121,p,NA,g,NA,NA,874.2,NA,NA,NA,NA
N17-2491,PLY,LU 5 Late,2020,1,14,33,p,47,g,1.5,22,1073.4,13,2.5,42.58,23.26
N17-2491,PLY,LU 5 Late,2020,2,14,50,p,47,g,1.5,26,996.4,13.1,2,40.59,23.26
N17-2491,PLY,LU 5 Late,2020,3,14,85,p,NA,g,NA,NA,1291.1,14,2,41.07,23.94
N17-2491,PLY,LU 5 Late,2020,4,14,106,p,NA,g,NA,NA,1128.3,NA,NA,NA,NA
N17-2496,PLY,LU 5 Late,2020,1,15,1,p,46,g,1.5,21,589.9,13,2,40.31,23.8
N17-2496,PLY,LU 5 Late,2020,2,15,57,p,46,g,1.5,28,1261.1,13.6,2,41.52,23.48
N17-2496,PLY,LU 5 Late,2020,3,15,103,p,NA,g,NA,NA,1063.7,14.6,2,43.28,22.27
N17-2496,PLY,LU 5 Late,2020,4,15,137,p,NA,g,NA,NA,1010.1,NA,NA,NA,NA
N16-600,PLY,LU 5 Late,2020,1,16,4,p,46,t,1.5,20,971,11.9,2,45.54,20.59
N16-600,PLY,LU 5 Late,2020,2,16,40,p,45,t,1.5,26,1403.3,11.1,2,47.53,19.7
N16-600,PLY,LU 5 Late,2020,3,16,82,p,NA,t,NA,NA,1015.6,11.3,2,47.52,19.79
N16-600,PLY,LU 5 Late,2020,4,16,135,p,NA,t,NA,NA,1357.5,NA,NA,NA,NA
N18-248,PLY,LU 5 Late,2020,1,17,24,s,52,t,1.5,23,1285.6,15.6,2,45.65,21.15
N18-248,PLY,LU 5 Late,2020,2,17,53,s,54,t,1.5,23,1206.4,14.9,2,45.63,21.11
N18-248,PLY,LU 5 Late,2020,3,17,87,s,NA,t,NA,NA,1299,15.5,2,46.55,20.89
N18-248,PLY,LU 5 Late,2020,4,17,117,s,NA,t,NA,NA,1156.2,NA,NA,NA,NA
N18-303,PLY,LU 5 Late,2020,1,18,18,p,53,t,1.5,22,1026,14,2,46.7,19.71
N18-303,PLY,LU 5 Late,2020,2,18,62,p,54,t,1.5,26,947,15.9,2,49.85,18.77
N18-303,PLY,LU 5 Late,2020,3,18,86,p,NA,t,NA,NA,1250.6,15.8,2,48.59,19.64
N18-303,PLY,LU 5 Late,2020,4,18,120,p,NA,t,NA,NA,1026.7,NA,NA,NA,NA
N18-540,PLY,LU 5 Late,2020,1,19,28,p,51,t,1.5,24,1137.2,14.8,2,47.36,21.07
N18-540,PLY,LU 5 Late,2020,2,19,43,p,48,t,1.5,34,1305.9,14.9,2,48.13,20.64
N18-540,PLY,LU 5 Late,2020,3,19,98,p,NA,t,NA,NA,1284.1,13.9,2,48.17,20.86
N18-540,PLY,LU 5 Late,2020,4,19,124,p,NA,t,NA,NA,1363.8,NA,NA,NA,NA
N18-679,PLY,LU 5 Late,2020,1,20,25,p,52,t,1.5,21,1318.2,14.1,2,43.56,22.27
N18-679,PLY,LU 5 Late,2020,2,20,58,p,48,t,2,25,1251.9,15,2,45.4,21.55
N18-679,PLY,LU 5 Late,2020,3,20,80,p,NA,t,NA,NA,1331.7,15.1,2,44.82,21.65
N18-679,PLY,LU 5 Late,2020,4,20,114,p,NA,t,NA,NA,1302.4,NA,NA,NA,NA
N18-688,PLY,LU 5 Late,2020,1,21,31,p,53,t,1.5,33,1502.3,14.3,2,45,21
N18-688,PLY,LU 5 Late,2020,2,21,51,p,53,t,2,29,1453.4,14.2,2,45.38,20.89
N18-688,PLY,LU 5 Late,2020,3,21,81,p,NA,t,NA,NA,1441,14.1,2,43.31,21.63
N18-688,PLY,LU 5 Late,2020,4,21,107,p,NA,t,NA,NA,1251.8,NA,NA,NA,NA
N18-912,PLY,LU 5 Late,2020,1,22,8,s,60,t,1.5,21,741.9,16.3,4,47,21.57
N18-912,PLY,LU 5 Late,2020,2,22,60,s,55,t,1.5,26,1217.6,18.9,2,45.81,22.56
N18-912,PLY,LU 5 Late,2020,3,22,73,s,NA,t,NA,NA,1044.9,17.7,4,47.39,21.38
N18-912,PLY,LU 5 Late,2020,4,22,111,s,NA,t,NA,NA,1187,NA,NA,NA,NA
N18-937,PLY,LU 5 Late,2020,1,23,26,p,52,t,2,30,1372.7,13.9,2,47,20.91
N18-937,PLY,LU 5 Late,2020,2,23,45,p,57,t,1.5,31,1391.5,14.4,2,48.38,20.37
N18-937,PLY,LU 5 Late,2020,3,23,78,p,NA,t,NA,NA,1155.1,11.8,3,50.15,19.59
N18-937,PLY,LU 5 Late,2020,4,23,131,p,NA,t,NA,NA,1491.8,NA,NA,NA,NA
N18-951,PLY,LU 5 Late,2020,1,24,3,p,60,t,1.5,24,630.1,13.6,4,51.26,18.87
N18-951,PLY,LU 5 Late,2020,2,24,64,p,54,t,1.5,26,1378.3,14.8,2,48.82,20.26
N18-951,PLY,LU 5 Late,2020,3,24,88,p,NA,t,NA,NA,1231.3,14,2.5,49.06,19.93
N18-951,PLY,LU 5 Late,2020,4,24,110,p,NA,t,NA,NA,1215.7,NA,NA,NA,NA
N18-952,PLY,LU 5 Late,2020,1,25,21,p,57,t,1.5,26,1246.7,16,2,49.42,19.1
N18-952,PLY,LU 5 Late,2020,2,25,54,p,52,t,2,30,1578.6,14.5,2,47.07,21.13
N18-952,PLY,LU 5 Late,2020,3,25,84,p,NA,t,NA,NA,1431.9,13.2,2,46.75,20.84
N18-952,PLY,LU 5 Late,2020,4,25,108,p,NA,t,NA,NA,1162.5,NA,NA,NA,NA
N18-963,PLY,LU 5 Late,2020,1,26,34,w,52,t,1.5,25,1387.9,14.8,2,43.62,22.45
N18-963,PLY,LU 5 Late,2020,2,26,46,w,47,t,1.5,30,1546.5,14.7,2,43.73,22.28
N18-963,PLY,LU 5 Late,2020,3,26,102,w,NA,t,NA,NA,1495,16.2,2,43.3,22.37
N18-963,PLY,LU 5 Late,2020,4,26,139,w,NA,t,NA,NA,1281.7,NA,NA,NA,NA
N18-972,PLY,LU 5 Late,2020,1,27,22,p,57,t,1.5,28,1258.7,15.5,2,47.63,20.27
N18-972,PLY,LU 5 Late,2020,2,27,67,p,54,t,1.5,29,1440.2,15.3,2,48.88,20.38
N18-972,PLY,LU 5 Late,2020,3,27,74,p,NA,t,NA,NA,1409.2,15.7,2,50.07,19.62
N18-972,PLY,LU 5 Late,2020,4,27,112,p,NA,t,NA,NA,1259,NA,NA,NA,NA
N18-973,PLY,LU 5 Late,2020,1,28,15,p,57,t,1.5,27,1085.3,10.9,2.5,45.14,20.59
N18-973,PLY,LU 5 Late,2020,2,28,56,p,53,t,1.5,31,1117.1,14.8,2,44.93,21.91
N18-973,PLY,LU 5 Late,2020,3,28,75,p,NA,t,NA,NA,1212.9,13.4,2.5,45.75,21.33
N18-973,PLY,LU 5 Late,2020,4,28,127,p,NA,t,NA,NA,1248.2,NA,NA,NA,NA
N18-976,PLY,LU 5 Late,2020,1,29,27,p,54,t,1.5,25,1315,13.4,2,48.35,20.61
N18-976,PLY,LU 5 Late,2020,2,29,59,p,53,t,1.5,33,1311.2,14.3,2,48.82,20.11
N18-976,PLY,LU 5 Late,2020,3,29,93,p,NA,t,NA,NA,1179.2,13.1,2,50.62,19.48
N18-976,PLY,LU 5 Late,2020,4,29,115,p,NA,t,NA,NA,1217.7,NA,NA,NA,NA
N18-1188,PLY,LU 5 Late,2020,1,30,13,p,53,t,1.5,24,1199.4,13.3,2,46.08,20.61
N18-1188,PLY,LU 5 Late,2020,2,30,42,p,66,t,1.5,31,978.2,15.3,3,49.02,19.46
N18-1188,PLY,LU 5 Late,2020,3,30,95,p,NA,t,NA,NA,1344.2,15,2,48.41,20.18
N18-1188,PLY,LU 5 Late,2020,4,30,125,p,NA,t,NA,NA,1419.8,NA,NA,NA,NA
N18-1218,PLY,LU 5 Late,2020,1,31,6,p,48,t,1.5,18,1077.4,16.5,2,43.05,22.78
N18-1218,PLY,LU 5 Late,2020,2,31,68,p,48,t,1.5,25,1321.5,16.2,2,43.99,21.76
N18-1218,PLY,LU 5 Late,2020,3,31,90,p,NA,t,NA,NA,1389.1,14.5,2,43.54,22.28
N18-1218,PLY,LU 5 Late,2020,4,31,134,p,NA,t,NA,NA,1381.3,NA,NA,NA,NA
N18-1302,PLY,LU 5 Late,2020,1,32,32,p,59,t,1.5,23,1094.6,14.8,2,48.5,20.2
N18-1302,PLY,LU 5 Late,2020,2,32,55,p,60,t,1.5,31,1190.5,14.1,2,46.41,20.67
N18-1302,PLY,LU 5 Late,2020,3,32,91,p,NA,t,NA,NA,1143.9,14.2,2,47.39,20.69
N18-1302,PLY,LU 5 Late,2020,4,32,129,p,NA,t,NA,NA,804.5,NA,NA,NA,NA
TN11-5140,PLY,LU 5 Late,2020,1,33,14,w,57,g,1.5,22,1113.1,13.8,2.5,45.08,20.41
TN11-5140,PLY,LU 5 Late,2020,2,33,70,w,54,g,1.5,33,1214.6,12.6,2.5,43.32,21.22
TN11-5140,PLY,LU 5 Late,2020,3,33,96,w,NA,g,NA,NA,1339.9,13,2,44.96,20.29
TN11-5140,PLY,LU 5 Late,2020,4,33,138,w,NA,g,NA,NA,1389.1,NA,NA,NA,NA
Osage,PLY,LU 5 Late,2020,1,34,30,p,43,g,1,23,1085.3,11.2,2,47.03,20.7
Osage,PLY,LU 5 Late,2020,2,34,66,p,38,g,1.5,23,1291.1,12.1,2,47.87,20.51
Osage,PLY,LU 5 Late,2020,3,34,104,p,NA,g,NA,NA,828.2,12.1,2.5,48.37,19.35
Osage,PLY,LU 5 Late,2020,4,34,122,p,NA,g,NA,NA,1107.3,NA,NA,NA,NA
N16-8564,PLY,LU 5 Late,2020,1,35,12,p,48,g,1,21,938.2,10.9,2,43.73,21.44
N16-8564,PLY,LU 5 Late,2020,2,35,41,p,67,g,1.5,26,725.4,11.8,3,46.69,20.85
N16-8564,PLY,LU 5 Late,2020,3,35,72,p,NA,g,NA,NA,1159.6,11.6,2,44.99,20.74
N16-8564,PLY,LU 5 Late,2020,4,35,109,p,NA,g,NA,NA,1058.1,NA,NA,NA,NA
N17-1350,CAS,LU 6,2020,1,1,8,P,23,t,2,32,1232,14.1,1.5,45.47,21.58
N17-1350,CAS,LU 6,2020,2,1,67,P,21,t,1.5,35,1295.4,12.5,1.5,44.76,22.22
N17-1350,CAS,LU 6,2020,3,1,88,P,NA,.,NA,NA,1196.5,12.8,NA,44.03,22.76
N17-1350,CAS,LU 6,2020,4,1,125,P,NA,.,NA,NA,1347,NA,NA,NA,NA
N17-1490,CAS,LU 6,2020,1,2,14,P,22,t,2,33,1222.9,16.7,1.5,46.93,20.72
N17-1490,CAS,LU 6,2020,2,2,59,P,24,t,2,34,1169.4,16.5,1.5,47.54,20.91
N17-1490,CAS,LU 6,2020,3,2,115,P,NA,.,NA,NA,1187.7,16.7,NA,46.39,21.85
N17-1490,CAS,LU 6,2020,4,2,147,P,NA,.,NA,NA,1159.4,NA,NA,NA,NA
N17-1791,CAS,LU 6,2020,1,3,34,P,15,t,1.5,44,1205.5,16.3,1.5,47.72,22
N17-1791,CAS,LU 6,2020,2,3,53,P,15,t,1.5,46,1217.8,16.4,1.5,49.37,20.84
N17-1791,CAS,LU 6,2020,3,3,82,P,NA,.,NA,NA,1353.4,16.2,NA,48.07,21.83
N17-1791,CAS,LU 6,2020,4,3,131,P,NA,.,NA,NA,1309.8,NA,NA,NA,NA
N17-2050,CAS,LU 6,2020,1,4,26,P,20,t,1.5,37,1191.2,14.6,1.5,46.3,21.98
N17-2050,CAS,LU 6,2020,2,4,57,P,18,t,1.5,35,1235.9,14.5,2.5,47.21,21.29
N17-2050,CAS,LU 6,2020,3,4,114,P,NA,.,NA,NA,1122.5,14.3,NA,47.09,21.67
N17-2050,CAS,LU 6,2020,4,4,150,P,NA,.,NA,NA,1280.2,NA,NA,NA,NA
N17-2341,CAS,LU 6,2020,1,5,13,P,19,t,2,33,969.9,15,2,45.2,23.03
N17-2341,CAS,LU 6,2020,2,5,43,P,17,t,2.5,36,1103,14.3,1.5,44.92,22.68
N17-2341,CAS,LU 6,2020,3,5,109,P,NA,.,NA,NA,931.2,13.6,NA,43.22,23.33
N17-2341,CAS,LU 6,2020,4,5,134,P,NA,.,NA,NA,1235.2,NA,NA,NA,NA
N17-2477,CAS,LU 6,2020,1,6,21,P,20,g,2.5,37,1208.8,14.7,1.5,42.27,22.86
N17-2477,CAS,LU 6,2020,2,6,60,P,18,g,2,36,1242.8,15.3,1.5,42.88,22.61
N17-2477,CAS,LU 6,2020,3,6,89,P,NA,.,NA,NA,1289.8,15.7,NA,42.75,22.75
N17-2477,CAS,LU 6,2020,4,6,133,P,NA,.,NA,NA,1117.4,NA,NA,NA,NA
N17-2520,CAS,LU 6,2020,1,7,32,P,19,t,2.5,38,1227.3,17.7,1.5,42.43,23.62
N17-2520,CAS,LU 6,2020,2,7,76,P,18,t,2,34,1327.6,17.6,1.5,44.46,23.22
N17-2520,CAS,LU 6,2020,3,7,117,P,NA,.,NA,NA,1186.5,17.8,NA,42.09,24.52
N17-2520,CAS,LU 6,2020,4,7,160,P,NA,.,NA,NA,1369.6,NA,NA,NA,NA
N17-2535,CAS,LU 6,2020,1,8,40,P,20,t,2.5,37,1197.9,16.5,1.5,42.25,24.23
N17-2535,CAS,LU 6,2020,2,8,78,P,20,t,2,38,1308,16.5,1.5,42.59,23.95
N17-2535,CAS,LU 6,2020,3,8,105,P,NA,.,NA,NA,1088.4,16.5,NA,42.86,24.23
N17-2535,CAS,LU 6,2020,4,8,142,P,NA,.,NA,NA,1195.3,NA,NA,NA,NA
N17-2599,CAS,LU 6,2020,1,9,9,W,22,t,1.5,33,1262.2,15.9,2.5,44.35,22.83
N17-2599,CAS,LU 6,2020,2,9,79,W,20,t,1.5,33,1276,15.1,1.5,44.06,23.68
N17-2599,CAS,LU 6,2020,3,9,81,W,NA,.,NA,NA,1353.5,15.8,NA,44.22,22.68
N17-2599,CAS,LU 6,2020,4,9,127,W,NA,.,NA,NA,1228.6,NA,NA,NA,NA
N17-1495,CAS,LU 6,2020,1,10,5,P,22,s,2,30,1259,16.6,1.5,45.76,21.97
N17-1495,CAS,LU 6,2020,2,10,44,P,20,s,2,32,1160.7,15,1.5,44.96,21.89
N17-1495,CAS,LU 6,2020,3,10,110,P,NA,.,NA,NA,1016.1,15,NA,45.13,22.68
N17-1495,CAS,LU 6,2020,4,10,138,P,NA,.,NA,NA,1021.2,NA,NA,NA,NA
N17-1508,CAS,LU 6,2020,1,11,31,P,23,t,2.5,34,1223.3,16.6,1.5,48.41,20.37
N17-1508,CAS,LU 6,2020,2,11,48,P,22,t,2.5,32,1045.5,16.5,1.5,47.47,20.69
N17-1508,CAS,LU 6,2020,3,11,104,P,NA,.,NA,NA,1051,15.5,NA,47.96,20.64
N17-1508,CAS,LU 6,2020,4,11,124,P,NA,.,NA,NA,1287.2,NA,NA,NA,NA
N17-2004,CAS,LU 6,2020,1,12,24,P,23,t,1.5,32,1173.4,16.4,1.5,48.76,21.49
N17-2004,CAS,LU 6,2020,2,12,63,P,21,t,2,32,1204.5,17,1.5,49.72,21.2
N17-2004,CAS,LU 6,2020,3,12,100,P,NA,.,NA,NA,1257.5,15.5,NA,48.39,21.73
N17-2004,CAS,LU 6,2020,4,12,155,P,NA,.,NA,NA,1467.9,NA,NA,NA,NA
N17-2074,CAS,LU 6,2020,1,13,15,P,21,t,2.5,35,1136.9,13,2,47.22,20.54
N17-2074,CAS,LU 6,2020,2,13,58,P,20,t,2.5,35,1055.7,13.5,2,47.6,20.76
N17-2074,CAS,LU 6,2020,3,13,112,P,NA,.,NA,NA,945.2,13,NA,47.23,21.46
N17-2074,CAS,LU 6,2020,4,13,159,P,NA,.,NA,NA,1078.8,NA,NA,NA,NA
N17-2078,CAS,LU 6,2020,1,14,38,P,21,t,2.5,40,1075.9,14.2,2,48.94,21.6
N17-2078,CAS,LU 6,2020,2,14,72,P,22,t,2,33,1297.4,15.1,1.5,48.69,21.38
N17-2078,CAS,LU 6,2020,3,14,108,P,NA,.,NA,NA,1184.4,13.5,NA,47.27,22.36
N17-2078,CAS,LU 6,2020,4,14,153,P,NA,.,NA,NA,1272.1,NA,NA,NA,NA
N17-2422,CAS,LU 6,2020,1,15,1,W,24,g,2.5,38,1143.9,10.4,1.5,45.79,21.22
N17-2422,CAS,LU 6,2020,2,15,56,W,24,g,1.5,36,1095.8,11.5,1.5,45.91,21.04
N17-2422,CAS,LU 6,2020,3,15,96,W,NA,.,NA,NA,1075,11.5,NA,45.68,21.05
N17-2422,CAS,LU 6,2020,4,15,132,W,NA,.,NA,NA,1113.7,NA,NA,NA,NA
N17-2450,CAS,LU 6,2020,1,16,28,p,26,t,2.5,31,1206.8,14.7,2,43.95,23.09
N17-2450,CAS,LU 6,2020,2,16,52,p,24,t,2.5,40,1276.4,14.3,1.5,43.51,23.05
N17-2450,CAS,LU 6,2020,3,16,120,p,NA,.,NA,NA,1270,14,NA,42.22,23.34
N17-2450,CAS,LU 6,2020,4,16,151,p,NA,.,NA,NA,1235.6,NA,NA,NA,NA
N16-559,CAS,LU 6,2020,1,17,16,P,22,t,2.5,34,1066.4,14.1,1.5,48.09,20.36
N16-559,CAS,LU 6,2020,2,17,66,P,23,t,2,37,1104.5,13.9,1.5,47.38,20.83
N16-559,CAS,LU 6,2020,3,17,98,P,NA,.,NA,NA,1130,14.1,NA,47.3,20.67
N16-559,CAS,LU 6,2020,4,17,122,P,NA,.,NA,NA,1107.6,NA,NA,NA,NA
N18-943,CAS,LU 6,2020,1,18,27,W,20,t,1.5,34,1339.8,14.7,1.5,45.44,22.35
N18-943,CAS,LU 6,2020,2,18,70,W,20,t,1.5,35,1284.7,15.1,1.5,46.19,21.57
N18-943,CAS,LU 6,2020,3,18,113,W,NA,.,NA,NA,1339.8,14.6,NA,45.71,22.37
N18-943,CAS,LU 6,2020,4,18,126,W,NA,.,NA,NA,1434,NA,NA,NA,NA
N18-947,CAS,LU 6,2020,1,19,11,P,22,t,2.5,34,1328.7,15.5,1.5,48.44,20.5
N18-947,CAS,LU 6,2020,2,19,62,P,21,t,2.5,36,1233.3,15.4,1.5,49.06,21.02
N18-947,CAS,LU 6,2020,3,19,90,P,NA,.,NA,NA,1296.8,15.4,NA,49.04,21
N18-947,CAS,LU 6,2020,4,19,149,P,NA,.,NA,NA,1214,NA,NA,NA,NA
N18-719,CAS,LU 6,2020,1,20,36,P,21,g,2,34,1259.8,14.4,1.5,45.38,21.87
N18-719,CAS,LU 6,2020,2,20,42,P,22,g,2,33,1283.2,15.1,1.5,45.84,21.14
N18-719,CAS,LU 6,2020,3,20,91,P,NA,.,NA,NA,1398.4,15.5,NA,45.97,21.07
N18-719,CAS,LU 6,2020,4,20,157,P,NA,.,NA,NA,1390.7,NA,NA,NA,NA
N18-685,CAS,LU 6,2020,1,21,7,P,26,g,1,36,1024.8,16.6,1.5,46.5,21.12
N18-685,CAS,LU 6,2020,2,21,80,P,24,g,1.5,35,1147.5,16.3,1.5,45.28,21.64
N18-685,CAS,LU 6,2020,3,21,101,P,NA,.,NA,NA,1011.7,15.4,NA,45.52,21.9
N18-685,CAS,LU 6,2020,4,21,123,P,NA,.,NA,NA,1223.9,NA,NA,NA,NA
N18-742,CAS,LU 6,2020,1,22,10,P,26,t,2.5,35,1092,17.3,1.5,46.14,21.66
N18-742,CAS,LU 6,2020,2,22,75,P,23,t,1.5,34,1383.6,18.5,1.5,45.45,22.32
N18-742,CAS,LU 6,2020,3,22,87,P,NA,.,NA,NA,1160.4,16.4,NA,43.94,23.06
N18-742,CAS,LU 6,2020,4,22,135,P,NA,.,NA,NA,1357.8,NA,NA,NA,NA
N18-763,CAS,LU 6,2020,1,23,22,P,23,t,2.5,38,1167.8,15,1.5,45.17,21.25
N18-763,CAS,LU 6,2020,2,23,71,P,21,t,2,40,1400.1,14.3,1.5,46.13,21.87
N18-763,CAS,LU 6,2020,3,23,99,P,NA,.,NA,NA,1288.2,13,NA,45.67,21.68
N18-763,CAS,LU 6,2020,4,23,137,P,NA,.,NA,NA,1210.9,NA,NA,NA,NA
N18-525,CAS,LU 6,2020,1,24,4,P,20,t,1.5,30,1390.6,14.6,1.5,46.6,21.9
N18-525,CAS,LU 6,2020,2,24,73,P,20,t,1.5,31,1373.6,15.1,1.5,47.1,22.23
N18-525,CAS,LU 6,2020,3,24,107,P,NA,.,NA,NA,1213,14.9,NA,46.04,22.95
N18-525,CAS,LU 6,2020,4,24,121,P,NA,.,NA,NA,1314.7,NA,NA,NA,NA
N18-941,CAS,LU 6,2020,1,25,37,P,20,t,2,38,1255.3,13.6,1.5,48.34,21.11
N18-941,CAS,LU 6,2020,2,25,65,P,20,t,2.5,36,1283.8,14.4,1.5,48.33,21.32
N18-941,CAS,LU 6,2020,3,25,118,P,NA,.,NA,NA,1177.5,13.2,NA,48.73,20.99
N18-941,CAS,LU 6,2020,4,25,140,P,NA,.,NA,NA,1348,NA,NA,NA,NA
N18-960,CAS,LU 6,2020,1,26,2,W,24,t,2.5,38,1108.7,15.6,1.5,45.04,23.33
N18-960,CAS,LU 6,2020,2,26,64,W,22,t,2.5,36,1306.8,14.3,1.5,45.23,23.56
N18-960,CAS,LU 6,2020,3,26,116,W,NA,.,NA,NA,1460.6,14.6,NA,45.04,23.2
N18-960,CAS,LU 6,2020,4,26,156,W,NA,.,NA,NA,1369.4,NA,NA,NA,NA
N18-1415,CAS,LU 6,2020,1,27,20,p,28,t,2.5,38,1123,13.5,1.5,43.54,22.12
N18-1415,CAS,LU 6,2020,2,27,55,p,26,t,2,38,1022.6,14.1,1.5,45.02,21.94
N18-1415,CAS,LU 6,2020,3,27,97,p,NA,.,NA,NA,1019.8,14.6,NA,44.42,21.74
N18-1415,CAS,LU 6,2020,4,27,154,p,NA,.,NA,NA,1252.4,NA,NA,NA,NA
N18-919,CAS,LU 6,2020,1,28,29,w,25,t,2,40,1443.8,13.6,1.5,44.12,22
N18-919,CAS,LU 6,2020,2,28,41,w,23,t,2,40,1462.9,13,1.5,44.58,21.81
N18-919,CAS,LU 6,2020,3,28,111,W,NA,.,NA,NA,1176.7,12.4,NA,45.21,22.18
N18-919,CAS,LU 6,2020,4,28,148,W,NA,.,NA,NA,1445.5,NA,NA,NA,NA
N18-1523,CAS,LU 6,2020,1,29,19,w,28,t,1.5,39,1333.3,13.6,1.5,45.28,21.44
N18-1523,CAS,LU 6,2020,2,29,47,w,26,t,1.5,38,1315.2,13.1,1.5,46.05,21.11
N18-1523,CAS,LU 6,2020,3,29,93,w,NA,.,NA,NA,1198.9,13.9,NA,44.62,22.42
N18-1523,CAS,LU 6,2020,4,29,141,w,NA,.,NA,NA,1291,NA,NA,NA,NA
N18-917,CAS,LU 6,2020,1,30,33,p,25,t,2.5,38,1221.2,13.2,1.5,43.45,23.38
N18-917,CAS,LU 6,2020,2,30,61,p,24,t,2.5,38,1261.4,14.1,1.5,42.72,23.05
N18-917,CAS,LU 6,2020,3,30,85,P,NA,.,NA,NA,1150.1,12.7,NA,43.06,23.78
N18-917,CAS,LU 6,2020,4,30,152,M,NA,.,NA,NA,1225.7,NA,NA,NA,NA
N18-1162,CAS,LU 6,2020,1,31,6,p,24,t,2.5,38,966.3,14.7,1.5,41.31,22.74
N18-1162,CAS,LU 6,2020,2,31,51,p,23,t,2.5,36,1186.7,14.6,1.5,40.73,23.1
N18-1162,CAS,LU 6,2020,3,31,86,p,NA,.,NA,NA,1171.1,14.3,NA,40.8,23.45
N18-1162,CAS,LU 6,2020,4,31,144,p,NA,.,NA,NA,1315.4,NA,NA,NA,NA
N18-1111,CAS,LU 6,2020,1,32,35,w,21,t,1.5,37,1278.9,12.6,1.5,44.95,21.09
N18-1111,CAS,LU 6,2020,2,32,49,w,22,t,1.5,37,1275.3,13.3,1.5,44.96,20.56
N18-1111,CAS,LU 6,2020,3,32,94,w,NA,.,NA,NA,1171.7,12.8,NA,43.95,21.3
N18-1111,CAS,LU 6,2020,4,32,128,w,NA,.,NA,NA,1433.6,NA,NA,NA,NA
N18-1513,CAS,LU 6,2020,1,33,25,p,28,t,2,43,1103.6,14.9,1.5,43.65,22.52
N18-1513,CAS,LU 6,2020,2,33,50,p,24,t,2,44,1047.3,13.5,1.5,43.52,21.92
N18-1513,CAS,LU 6,2020,3,33,95,p,NA,.,NA,NA,936.7,13.5,NA,42.09,22.94
N18-1513,CAS,LU 6,2020,4,33,130,p,NA,.,NA,NA,1307.1,NA,NA,NA,NA
N18-1292,CAS,LU 6,2020,1,34,12,w,27,t,2.5,35,1035.5,13.8,1.5,44.47,21.74
N18-1292,CAS,LU 6,2020,2,34,74,w,28,t,2,36,1135.4,13.9,1.5,44.52,21.61
N18-1292,CAS,LU 6,2020,3,34,92,w,NA,.,NA,NA,1185.6,14.2,NA,44.42,21.69
