genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,notes,note1,note2,nir_no,date_time_of_analysis,moisture,oil_dry_basis,protein_dry_basis,linoleic_acid_dry_basis,linolenic_acid_dry_basis,oleic_acid_dry_basis,palmitic_acid_dry_basis,stearic_acid_dry_basis,bar_code,twt_moisture,twt_weight,twt_temperature,twt_date_time,...10
N19-1241,PLY,LU 6 Late-21,2021,2,27,53,p,25,t,1,39,1561,11.7,1.5,NA,NA,NA,NIR-08985,2022-01-20T14:55:52Z,7.63,20.66,44.91,66.44,11.09,5.56,11.38,4.44,2021_PLY_LU 6 Late-21_27_N19-1241_2_NIR-08985,7,58,65.4,2022-01-25T07:18:55Z,NA
N19-0775,PLY,LU 6 Late-21,2021,2,4,54,p,19,t,1.5,35,1752.3,16.5,1,NA,NA,NA,NIR-08916,2022-01-20T14:21:15Z,7.69,23.39,43.37,62.05,8.38,14.43,12,3.8,2021_PLY_LU 6 Late-21_4_N19-0775_2_NIR-08916,7.4,56.3,68.2,2022-01-24T12:18:14Z,NA
Dunphy,PLY,LU 6 Late-21,2021,2,38,55,p,18,g,1,28,2100.6,14.3,1,NA,NA,NA,NIR-09018,2022-01-20T15:10:10Z,7,22.82,42.27,63.16,9.99,9.27,11.99,4.85,2021_PLY_LU 6 Late-21_38_Dunphy_2_NIR-09018,6.5,56.4,66.1,2022-01-25T07:56:56Z,NA
N19-1303,PLY,LU 6 Late-21,2021,2,29,56,w,29,g,2,54,1984.6,16.2,1.5,NA,NA,NA,NIR-08991,2022-01-20T14:58:28Z,6.93,23.75,40.6,65.44,8,9.64,12.67,4.07,2021_PLY_LU 6 Late-21_29_N19-1303_2_NIR-08991,6.8,57.4,63.6,2022-01-25T07:25:21Z,NA
N19-0964,PLY,LU 6 Late-21,2021,2,12,57,p,23,t,1,32,1558.8,16.9,1.5,NA,NA,NA,NIR-08940,2022-01-20T14:32:44Z,7.07,21.98,44.71,53.03,7.07,24.58,11.22,3.51,2021_PLY_LU 6 Late-21_12_N19-0964_2_NIR-08940,7.2,56.6,71.4,2022-01-24T12:43:36Z,NA
N19-0829,PLY,LU 6 Late-21,2021,2,8,58,p,26,t,1.5,41,1934.7,14.2,1.5,NA,NA,NA,NIR-08928,2022-01-20T14:27:05Z,7.3,21.14,44.31,57.06,8.84,16.05,12.39,5.05,2021_PLY_LU 6 Late-21_8_N19-0829_2_NIR-08928,7.6,57.2,68,2022-01-24T12:30:53Z,NA
N19-0837,PLY,LU 6 Late-21,2021,2,10,59,p,21,g,1,32,1380.2,11.9,1,NA,NA,NA,NIR-08934,2022-01-20T14:29:46Z,7.19,22.1,41.89,62.41,8.53,13.97,11.43,3.78,2021_PLY_LU 6 Late-21_10_N19-0837_2_NIR-08934,7.4,57.7,69,2022-01-24T12:36:56Z,NA
N19-1174,PLY,LU 6 Late-21,2021,2,24,60,w,24,g,1.5,37,1713.4,13.9,1.5,NA,NA,NA,NIR-08976,2022-01-20T14:51:14Z,7.6,21.56,43.31,55.61,10,18.43,13.8,5.13,2021_PLY_LU 6 Late-21_24_N19-1174_2_NIR-08976,6.9,56.9,63.8,2022-01-25T07:09:35Z,NA
N19-1485,PLY,LU 6 Late-21,2021,2,37,61,w,25,g,1.5,42,1875.8,13.1,1,NA,NA,NA,NIR-09015,2022-01-20T15:08:58Z,7.51,21.95,43.31,65.41,8.4,8.13,12.31,4.88,2021_PLY_LU 6 Late-21_37_N19-1485_2_NIR-09015,6.8,57.8,64.4,2022-01-25T07:53:13Z,NA
N19-1109,PLY,LU 6 Late-21,2021,2,23,62,p,21,t,1,40,1840.6,13.5,1,NA,NA,NA,NIR-08973,2022-01-20T14:49:09Z,7.65,21.37,46.04,62.91,9.98,12.74,10.79,4.1,2021_PLY_LU 6 Late-21_23_N19-1109_2_NIR-08973,6.9,58,63.6,2022-01-25T07:05:04Z,NA
N19-1041,PLY,LU 6 Late-21,2021,2,15,63,s,17,g,1,33,1671.6,12,1.5,NA,NA,NA,NIR-08949,2022-01-20T14:36:58Z,7.44,21.7,45.18,62,8.22,13.62,11.87,3.98,2021_PLY_LU 6 Late-21_15_N19-1041_2_NIR-08949,6.9,55.6,62.6,2022-01-25T06:27:56Z,NA
N19-1066,PLY,LU 6 Late-21,2021,2,19,64,w,19,t,1,35,1601,14.8,1,NA,NA,NA,NIR-08961,2022-01-20T14:42:56Z,7.61,22.24,44.51,60.97,8.6,16.25,10.92,3.98,2021_PLY_LU 6 Late-21_19_N19-1066_2_NIR-08961,6.8,57.4,63.1,2022-01-25T06:42:28Z,NA
N19-0787,PLY,LU 6 Late-21,2021,2,6,65,w,18,g,1,38,1877,11.4,1,NA,NA,NA,NIR-08922,2022-01-20T14:24:13Z,7.12,23.13,43.08,64.97,8.48,10.83,12.03,3.5,2021_PLY_LU 6 Late-21_6_N19-0787_2_NIR-08922,7.3,56.4,68.8,2022-01-24T12:24:31Z,NA
N19-1052,PLY,LU 6 Late-21,2021,2,17,66,w,18,g,1,37,1919.8,12.8,1,NA,NA,NA,NIR-08955,2022-01-20T14:40:06Z,7.21,21.79,44.77,65.5,8.29,10.42,12.49,3.87,2021_PLY_LU 6 Late-21_17_N19-1052_2_NIR-08955,6.9,56.4,62.1,2022-01-25T06:36:20Z,NA
N19-0782,PLY,LU 6 Late-21,2021,2,5,67,p,19,g,1,41,1898.8,11.8,1.5,NA,NA,NA,NIR-08919,2022-01-20T14:22:41Z,7,22.84,42.21,66.37,10.05,5.91,12.05,4.52,2021_PLY_LU 6 Late-21_5_N19-0782_2_NIR-08919,7.4,58.2,68,2022-01-24T12:21:22Z,NA
N19-1092,PLY,LU 6 Late-21,2021,2,21,68,w,20,t,1.5,34,1921.8,15.7,1,NA,NA,NA,NIR-08967,2022-01-20T14:45:54Z,7.32,21.41,47.86,59.34,8.33,15.93,10.35,3.98,2021_PLY_LU 6 Late-21_21_N19-1092_2_NIR-08967,7.1,56.3,63.4,2022-01-25T06:57:19Z,NA
N19-1227,PLY,LU 6 Late-21,2021,2,26,69,w,25,t,3,39,1858.1,13.5,1.5,NA,NA,NA,NIR-08982,2022-01-20T14:54:09Z,7.46,22.63,42.49,64.37,9.8,8.95,11.81,4.88,2021_PLY_LU 6 Late-21_26_N19-1227_2_NIR-08982,7,56.7,63.6,2022-01-25T07:15:38Z,NA
N19-1093,PLY,LU 6 Late-21,2021,2,22,70,w,19,t,1.5,33,1908.8,13.2,1,NA,NA,NA,NIR-08970,2022-01-20T14:47:31Z,7.53,20.9,45.06,59.71,10.43,13.94,13.47,4.63,2021_PLY_LU 6 Late-21_22_N19-1093_2_NIR-08970,7,56.3,63,2022-01-25T07:00:40Z,NA
N19-1042,PLY,LU 6 Late-21,2021,2,16,71,w,27,g,2,35,1637.3,12.2,1,NA,NA,NA,NIR-08952,2022-01-20T14:38:28Z,7.15,20.46,45.06,63.3,9.35,12.69,11.58,4.07,2021_PLY_LU 6 Late-21_16_N19-1042_2_NIR-08952,6.9,57.2,62.1,2022-01-25T06:30:54Z,NA
N19-0836,PLY,LU 6 Late-21,2021,2,9,72,w,20,t,1.5,34,1794.7,14,1,NA,NA,NA,NIR-08931,2022-01-20T14:28:27Z,7.45,23.13,41.94,66.76,8.56,9.32,11.53,3.99,2021_PLY_LU 6 Late-21_9_N19-0836_2_NIR-08931,7.4,58.3,68.2,2022-01-24T12:34:02Z,NA
N19-1065,PLY,LU 6 Late-21,2021,2,18,73,w,18,g,1,32,2183.2,16,1,NA,NA,NA,NIR-08958,2022-01-20T14:41:28Z,7.74,21.67,43.56,58.1,10.16,14.83,13.59,4.71,2021_PLY_LU 6 Late-21_18_N19-1065_2_NIR-08958,7,57.5,62.3,2022-01-25T06:39:17Z,NA
N19-0762,PLY,LU 6 Late-21,2021,2,2,74,p,31,t,1.5,43,1462.5,14.3,1.5,NA,NA,NA,NIR-08910,2022-01-20T14:18:17Z,6.86,22.71,42.48,57.07,9.98,13.28,12.98,5.08,2021_PLY_LU 6 Late-21_2_N19-0762_2_NIR-08910,7.4,56.1,68.4,2022-01-24T12:11:53Z,NA
N19-1323,PLY,LU 6 Late-21,2021,2,30,75,w,20,t,1.5,43,1694.5,15.2,1,NA,NA,NA,NIR-08994,2022-01-20T14:59:43Z,7.11,22.96,41.85,63.02,7.42,14.76,11.98,3.84,2021_PLY_LU 6 Late-21_30_N19-1323_2_NIR-08994,6.7,57.6,63.6,2022-01-25T07:28:41Z,NA
N19-0850,PLY,LU 6 Late-21,2021,2,11,76,p,25,g,1.5,43,1971.6,11.7,1,NA,NA,NA,NIR-08937,2022-01-20T14:31:20Z,6.85,22.56,40.42,66.22,8.42,9.22,13.65,4.33,2021_PLY_LU 6 Late-21_11_N19-0850_2_NIR-08937,7.3,56.4,69.9,2022-01-24T12:40:13Z,NA
USDA-N6005,PLY,LU 6 Late-21,2021,2,40,77,w,17,g,1,28,2147.6,11.8,1,NA,NA,NA,NIR-09024,2022-01-20T15:14:02Z,6.56,23.36,40.53,60.66,8.56,12.78,12.61,4.54,2021_PLY_LU 6 Late-21_40_USDA-N6005_2_NIR-09024,6.5,55.9,65.4,2022-01-25T08:03:39Z,NA
USDA-N6005,PLY,LU 6 Late-21,2021,2,40,77,w,17,g,1,28,2147.6,11.8,1,NA,NA,NA,NIR-09024,2022-01-20T15:13:14Z,-25.82,-19.5,62.3,156.04,10.91,-485.69,71.34,-49.26,2021_PLY_LU 6 Late-21_40_USDA-N6005_2_NIR-09024,6.5,55.9,65.4,2022-01-25T08:03:39Z,NA
N19-1072,PLY,LU 6 Late-21,2021,2,20,78,w,18,g,1,27,2214.4,13.8,1.5,NA,NA,NA,NIR-08964,2022-01-20T14:44:25Z,7.4,21.91,44.87,61.1,8.54,13.94,12.15,4.45,2021_PLY_LU 6 Late-21_20_N19-1072_2_NIR-08964,7,57.7,63.1,2022-01-25T06:46:07Z,NA
N19-0820,PLY,LU 6 Late-21,2021,2,7,79,s,27,t,1,32,1938.8,12.7,1.5,NA,NA,NA,NIR-08925,2022-01-20T14:25:33Z,7.65,21.3,43.89,61.71,9.34,12.78,12.32,4.64,2021_PLY_LU 6 Late-21_7_N19-0820_2_NIR-08925,7.4,58.3,68.3,2022-01-24T12:28:08Z,NA
N19-1357,PLY,LU 6 Late-21,2021,2,32,80,w,25,g,3,41,1702.9,13.2,1,NA,NA,NA,NIR-09000,2022-01-20T15:02:31Z,7.01,22.87,42.52,67.68,8.82,7.99,13.12,4.38,2021_PLY_LU 6 Late-21_32_N19-1357_2_NIR-09000,6.8,58,63.6,2022-01-25T07:34:34Z,NA
N19-1485,PLY,LU 6 Late-21,2021,3,37,81,w,NA,g,NA,NA,1487.4,12.8,NA,NA,NA,NA,NIR-09016,2022-01-20T15:09:21Z,6.82,22.32,42.13,70.61,9.06,3.11,12.24,4.16,2021_PLY_LU 6 Late-21_37_N19-1485_3_NIR-09016,6.7,57.6,65.7,2022-01-25T07:54:00Z,NA
N19-0995,PLY,LU 6 Late-21,2021,3,13,82,p,NA,g,NA,NA,1338.3,12.2,NA,NA,NA,NA,NIR-08944,2022-01-20T14:34:37Z,7.69,21.59,43.4,64.73,10.73,7.2,12.31,4.63,2021_PLY_LU 6 Late-21_13_N19-0995_3_NIR-08944,7.3,58.4,70.4,2022-01-24T12:48:53Z,NA
Dunphy,PLY,LU 6 Late-21,2021,3,38,83,p,NA,g,NA,NA,2241.9,14.7,NA,NA,NA,NA,NIR-09019,2022-01-20T15:10:37Z,6.95,22.48,41.99,60.77,9.75,10.11,12.48,4.67,2021_PLY_LU 6 Late-21_38_Dunphy_3_NIR-09019,6.2,56,67.9,2022-01-25T07:57:46Z,NA
N19-0850,PLY,LU 6 Late-21,2021,3,11,84,p,NA,g,NA,NA,1259.9,11.8,NA,NA,NA,NA,NIR-08938,2022-01-20T14:31:46Z,6.93,22.54,39.83,66.98,8.74,8.09,13.32,4.23,2021_PLY_LU 6 Late-21_11_N19-0850_3_NIR-08938,7.3,56.9,70.7,2022-01-24T12:40:49Z,NA
N19-1364,PLY,LU 6 Late-21,2021,3,34,85,p,NA,g,NA,NA,1863,14.1,NA,NA,NA,NA,NIR-09007,2022-01-20T15:05:39Z,7.15,21.15,44.44,67.64,9.47,8.46,13.12,4.55,2021_PLY_LU 6 Late-21_34_N19-1364_3_NIR-09007,6.8,57.6,63.9,2022-01-25T07:43:04Z,NA
N19-1303,PLY,LU 6 Late-21,2021,3,29,86,w,NA,g,NA,NA,1709.7,16,NA,NA,NA,NA,NIR-08992,2022-01-20T14:58:53Z,6.51,24.02,40.79,64.46,7.16,10.89,12.29,3.93,2021_PLY_LU 6 Late-21_29_N19-1303_3_NIR-08992,6.7,56.9,63.8,2022-01-25T07:26:03Z,NA
N19-1066,PLY,LU 6 Late-21,2021,3,19,87,w,NA,t,NA,NA,2146.9,13.7,NA,NA,NA,NA,NIR-08962,2022-01-20T14:43:27Z,7.27,22.29,43.51,57.41,9.96,14.18,13.5,4.4,2021_PLY_LU 6 Late-21_19_N19-1066_3_NIR-08962,6.9,57.3,62.4,2022-01-25T06:43:04Z,NA
N19-1220,PLY,LU 6 Late-21,2021,3,25,88,s,NA,g,NA,NA,2082,16.6,NA,NA,NA,NA,NIR-08980,2022-01-20T14:53:11Z,5.32,21.1,41.19,68.74,9.96,-0.76,13.76,5.93,2021_PLY_LU 6 Late-21_25_N19-1220_3_NIR-08980,6.8,56.7,63.6,2022-01-25T07:13:20Z,NA
N19-0787,PLY,LU 6 Late-21,2021,3,6,89,w,NA,g,NA,NA,1896,12.2,NA,NA,NA,NA,NIR-08923,2022-01-20T14:24:41Z,6.74,24.04,41.3,64.01,7.59,12.44,12.15,3.56,2021_PLY_LU 6 Late-21_6_N19-0787_3_NIR-08923,7.4,56.3,68.1,2022-01-24T12:25:07Z,NA
N19-1093,PLY,LU 6 Late-21,2021,3,22,90,w,NA,t,NA,NA,1748.3,12.5,NA,NA,NA,NA,NIR-08971,2022-01-20T14:48:10Z,7.15,21.08,43.82,61,10.59,13.18,12.36,3.99,2021_PLY_LU 6 Late-21_22_N19-1093_3_NIR-08971,6.8,56.3,63.4,2022-01-25T07:01:20Z,NA
N19-1357,PLY,LU 6 Late-21,2021,3,32,91,w,NA,g,NA,NA,1882.1,13.4,NA,NA,NA,NA,NIR-09001,2022-01-20T15:02:57Z,6.87,22.38,42.69,68.18,8.05,9.12,13.29,4.51,2021_PLY_LU 6 Late-21_32_N19-1357_3_NIR-09001,6.7,58.1,64.2,2022-01-25T07:35:15Z,NA
N19-1072,PLY,LU 6 Late-21,2021,3,20,92,w,NA,g,NA,NA,2016.5,13.7,NA,NA,NA,NA,NIR-08965,2022-01-20T14:44:57Z,7.21,22.74,43.31,63.07,7.62,12.3,11.78,3.9,2021_PLY_LU 6 Late-21_20_N19-1072_3_NIR-08965,7,57.8,62.7,2022-01-25T06:46:49Z,NA
N19-1065,PLY,LU 6 Late-21,2021,3,18,93,w,NA,g,NA,NA,2062.9,16.1,NA,NA,NA,NA,NIR-08959,2022-01-20T14:42:01Z,7.39,22.05,44.75,54.58,9.77,18.96,13.38,4.6,2021_PLY_LU 6 Late-21_18_N19-1065_3_NIR-08959,6.9,56.6,62.6,2022-01-25T06:39:55Z,NA
N19-1042,PLY,LU 6 Late-21,2021,3,16,94,w,NA,g,NA,NA,1892.9,11.9,NA,NA,NA,NA,NIR-08953,2022-01-20T14:38:56Z,6.96,20.93,44.8,59.15,9.52,15.22,12.19,4.12,2021_PLY_LU 6 Late-21_16_N19-1042_3_NIR-08953,7,57.1,62,2022-01-25T06:33:16Z,NA
N19-0836,PLY,LU 6 Late-21,2021,3,9,95,w,NA,t,NA,NA,1818.2,13.9,NA,NA,NA,NA,NIR-08932,2022-01-20T14:28:54Z,7.01,22.89,41.46,66.42,8.65,8.83,12.54,4.04,2021_PLY_LU 6 Late-21_9_N19-0836_3_NIR-08932,7.3,57.3,68.6,2022-01-24T12:34:39Z,NA
N19-0820,PLY,LU 6 Late-21,2021,3,7,96,s,NA,t,NA,NA,2113.5,12.8,NA,NA,NA,NA,NIR-08926,2022-01-20T14:26:00Z,7.6,20.8,44.19,62.03,9.73,11.78,12.23,4.41,2021_PLY_LU 6 Late-21_7_N19-0820_3_NIR-08926,7.4,57.8,69.6,2022-01-24T12:28:43Z,NA
N19-0829,PLY,LU 6 Late-21,2021,3,8,97,p,NA,t,NA,NA,1903.2,14.2,NA,NA,NA,NA,NIR-08929,2022-01-20T14:27:36Z,7.47,20.73,44.75,56.97,9.17,16.13,12.7,5.07,2021_PLY_LU 6 Late-21_8_N19-0829_3_NIR-08929,7.6,56.4,67.6,2022-01-24T12:31:33Z,NA
N19-1323,PLY,LU 6 Late-21,2021,3,30,98,w,NA,t,NA,NA,1695.4,15,NA,NA,NA,NA,NIR-08995,2022-01-20T15:00:11Z,6.94,22.72,41.56,61.33,7.85,15,12.08,3.72,2021_PLY_LU 6 Late-21_30_N19-1323_3_NIR-08995,6.5,56.7,64.5,2022-01-25T07:29:24Z,NA
N19-1241,PLY,LU 6 Late-21,2021,3,27,99,p,NA,t,NA,NA,1659.3,13,NA,NA,NA,NA,NIR-08986,2022-01-20T14:56:18Z,7.28,21.85,42.84,61.57,10.55,9.92,12.17,5.07,2021_PLY_LU 6 Late-21_27_N19-1241_3_NIR-08986,6.9,57.4,63.9,2022-01-25T07:19:48Z,NA
N19-1468,PLY,LU 6 Late-21,2021,3,36,100,p,NA,t,NA,NA,1969.8,13.4,NA,NA,NA,NA,NIR-09013,2022-01-20T15:08:08Z,6.66,23.42,39.8,64.1,10.1,7.4,12.94,4.47,2021_PLY_LU 6 Late-21_36_N19-1468_3_NIR-09013,6.6,57.4,65.2,2022-01-25T07:50:56Z,NA
N19-0762,PLY,LU 6 Late-21,2021,3,2,101,p,NA,t,NA,NA,1815.8,15.2,NA,NA,NA,NA,NIR-08911,2022-01-20T14:18:57Z,6.93,22.76,42.93,58.07,9.2,13.81,12.33,4.74,2021_PLY_LU 6 Late-21_2_N19-0762_3_NIR-08911,7.5,56.5,67.2,2022-01-24T12:12:41Z,NA
USDA-N6005,PLY,LU 6 Late-21,2021,3,40,102,w,NA,g,NA,NA,2133.4,12.2,NA,NA,NA,NA,NIR-09025,2022-01-20T15:13:40Z,6.85,22.94,40.38,59.77,8.87,12.84,12.64,5.29,2021_PLY_LU 6 Late-21_40_USDA-N6005_3_NIR-09025,6.6,55.8,66,2022-01-25T08:04:21Z,NA
N19-1253,PLY,LU 6 Late-21,2021,3,28,103,p,NA,g,NA,NA,2001.2,15.3,NA,NA,NA,NA,NIR-08989,2022-01-20T14:57:36Z,6.8,22.4,43.62,64.27,8.81,10.33,12.59,3.61,2021_PLY_LU 6 Late-21_28_N19-1253_3_NIR-08989,6.6,55.2,64.2,2022-01-25T07:22:41Z,NA
N19-0775,PLY,LU 6 Late-21,2021,3,4,104,p,NA,t,NA,NA,2157.3,16.9,NA,NA,NA,NA,NIR-08917,2022-01-20T14:21:42Z,7.22,23.18,43.39,63.06,8.44,12.65,12.01,3.89,2021_PLY_LU 6 Late-21_4_N19-0775_3_NIR-08917,7.5,56.1,67.2,2022-01-24T12:18:52Z,NA
N19-1021,PLY,LU 6 Late-21,2021,3,14,105,w,NA,g,NA,NA,1400.8,11.1,NA,NA,NA,NA,NIR-08947,2022-01-20T14:36:01Z,6.99,21.8,44.6,64.06,9.27,10.13,12.4,3.95,2021_PLY_LU 6 Late-21_14_N19-1021_3_NIR-08947,7.4,57.7,69,2022-01-24T12:51:43Z,NA
N19-0772,PLY,LU 6 Late-21,2021,3,3,106,p,NA,g,NA,NA,1925.1,13.5,NA,NA,NA,NA,NIR-08914,2022-01-20T14:20:18Z,7.37,22.27,42.7,56.42,8.35,18.03,12.82,5.01,2021_PLY_LU 6 Late-21_3_N19-0772_3_NIR-08914,7.7,58,67.5,2022-01-24T12:15:31Z,NA
N19-1174,PLY,LU 6 Late-21,2021,3,24,107,w,NA,g,NA,NA,1737.7,15.1,NA,NA,NA,NA,NIR-08977,2022-01-20T14:51:49Z,7.36,22.03,42.54,55.45,10.58,15.64,13.8,5.15,2021_PLY_LU 6 Late-21_24_N19-1174_3_NIR-08977,6.9,56.2,63.9,2022-01-25T07:10:13Z,NA
N19-0782,PLY,LU 6 Late-21,2021,3,5,108,p,NA,g,NA,NA,2081.2,12.1,NA,NA,NA,NA,NIR-08920,2022-01-20T14:23:14Z,7.13,22.66,42.41,58.34,10.28,12.33,13.02,4.9,2021_PLY_LU 6 Late-21_5_N19-0782_3_NIR-08920,7.5,58,68.1,2022-01-24T12:22:06Z,NA
N19-0837,PLY,LU 6 Late-21,2021,3,10,109,p,NA,g,NA,NA,1894.8,12.4,NA,NA,NA,NA,NIR-08935,2022-01-20T14:30:17Z,7.17,22.48,41.34,59.17,8.61,15.55,12.18,4.43,2021_PLY_LU 6 Late-21_10_N19-0837_3_NIR-08935,7.5,57.7,69.4,2022-01-24T12:37:47Z,NA
N19-1109,PLY,LU 6 Late-21,2021,3,23,110,p,NA,t,NA,NA,1912.6,13.1,NA,NA,NA,NA,NIR-08974,2022-01-20T14:49:38Z,7.16,22.11,44.42,65.38,8.8,12.88,12.28,3.76,2021_PLY_LU 6 Late-21_23_N19-1109_3_NIR-08974,6.9,58.2,63.5,2022-01-25T07:05:45Z,NA
NC-Dilday,PLY,LU 6 Late-21,2021,3,39,111,p,NA,g,NA,NA,2184,17.9,NA,NA,NA,NA,NIR-09022,2022-01-20T15:11:52Z,6.75,22.53,41.31,64.23,8.79,9.73,12.39,4,2021_PLY_LU 6 Late-21_39_NC-Dilday_3_NIR-09022,6.6,56.9,64.5,2022-01-25T08:00:55Z,NA
N19-1092,PLY,LU 6 Late-21,2021,3,21,112,w,NA,t,NA,NA,2079.2,14.6,NA,NA,NA,NA,NIR-08968,2022-01-20T14:46:28Z,7.36,22.05,48.06,60.84,8.82,12.96,10.86,4.32,2021_PLY_LU 6 Late-21_21_N19-1092_3_NIR-08968,7.3,54.1,62.7,2022-01-25T06:57:58Z,NA
N19-1365,PLY,LU 6 Late-21,2021,3,35,113,p,NA,g,NA,NA,1249.7,13.4,NA,NA,NA,NA,NIR-09010,2022-01-20T15:06:52Z,7.05,21.22,43.49,56.34,9.7,18.81,12.19,4.8,2021_PLY_LU 6 Late-21_35_N19-1365_3_NIR-09010,6.6,57.2,65.4,2022-01-25T07:46:17Z,NA
N19-1349,PLY,LU 6 Late-21,2021,3,31,114,p,NA,g,NA,NA,1929.3,14.9,NA,NA,NA,NA,NIR-08998,2022-01-20T15:01:35Z,7.58,21.94,44.05,56.06,9.49,17.81,13.56,5.29,2021_PLY_LU 6 Late-21_31_N19-1349_3_NIR-08998,7,57.7,63.6,2022-01-25T07:32:21Z,NA
N19-0964,PLY,LU 6 Late-21,2021,3,12,115,p,NA,t,NA,NA,1838.2,17,NA,NA,NA,NA,NIR-08941,2022-01-20T14:33:10Z,7.42,22.28,43.34,53.99,7.25,23.5,11.21,3.69,2021_PLY_LU 6 Late-21_12_N19-0964_3_NIR-08941,7.5,56.9,69.9,2022-01-24T12:45:59Z,NA
N19-1052,PLY,LU 6 Late-21,2021,3,17,116,w,NA,g,NA,NA,2081.6,13.6,NA,NA,NA,NA,NIR-08956,2022-01-20T14:40:34Z,7.05,20.44,45.03,57.62,9.09,17.16,11.91,4.16,2021_PLY_LU 6 Late-21_17_N19-1052_3_NIR-08956,6.9,57,62.4,2022-01-25T06:37:04Z,NA
N19-1041,PLY,LU 6 Late-21,2021,3,15,117,s,NA,g,NA,NA,2041.4,12.3,NA,NA,NA,NA,NIR-08950,2022-01-20T14:37:28Z,6.94,22.2,43.29,61.64,8.28,14.17,12.38,3.66,2021_PLY_LU 6 Late-21_15_N19-1041_3_NIR-08950,6.9,56.5,62.5,2022-01-25T06:28:39Z,NA
N19-0538,PLY,LU 6 Late-21,2021,3,1,118,w,NA,g,NA,NA,1659,11.8,NA,NA,NA,NA,NIR-08908,2022-01-20T14:17:23Z,7.02,22.57,42.9,63.23,8.72,11.06,12.83,3.85,2021_PLY_LU 6 Late-21_1_N19-0538_3_NIR-08908,7.6,57.1,66.8,2022-01-24T12:08:50Z,NA
N19-1359,PLY,LU 6 Late-21,2021,3,33,119,p,NA,t,NA,NA,2127.7,12.4,NA,NA,NA,NA,NIR-09004,2022-01-20T15:04:22Z,7.32,21.93,45.09,59.02,8.81,16.49,11.64,4.14,2021_PLY_LU 6 Late-21_33_N19-1359_3_NIR-09004,6.9,58.6,63.9,2022-01-25T07:38:15Z,NA
N19-1227,PLY,LU 6 Late-21,2021,3,26,120,w,NA,t,NA,NA,1539.3,12.9,NA,NA,NA,NA,NIR-08983,2022-01-20T14:54:38Z,6.64,22.94,41,65.13,8.85,9.18,12.36,3.88,2021_PLY_LU 6 Late-21_26_N19-1227_3_NIR-08983,6.8,56.6,63.8,2022-01-25T07:16:18Z,NA
N19-0850,PLY,LU 6 Late-21,2021,4,11,121,p,NA,g,NA,NA,1880.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,55.2,72.6,2022-01-24T12:41:36Z,NA
N19-1220,PLY,LU 6 Late-21,2021,4,25,122,s,NA,g,NA,NA,1947.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,56.2,63.8,2022-01-25T07:13:56Z,NA
N19-1227,PLY,LU 6 Late-21,2021,4,26,123,w,NA,t,NA,NA,1613.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,56.8,63.5,2022-01-25T07:17:09Z,NA
N19-1485,PLY,LU 6 Late-21,2021,4,37,124,w,NA,g,NA,NA,756.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,57.7,66.5,2022-01-25T07:54:56Z,NA
N19-1065,PLY,LU 6 Late-21,2021,4,18,125,w,NA,g,NA,NA,1688.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,57.3,62.7,2022-01-25T06:40:34Z,NA
N19-1072,PLY,LU 6 Late-21,2021,4,20,126,w,NA,g,NA,NA,2290.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,57.8,62.6,2022-01-25T06:55:50Z,NA
N19-0772,PLY,LU 6 Late-21,2021,4,3,127,p,NA,g,NA,NA,1841.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,57.9,67.9,2022-01-24T12:16:11Z,NA
N19-0820,PLY,LU 6 Late-21,2021,4,7,128,s,NA,t,NA,NA,2209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,57.8,68.9,2022-01-24T12:29:21Z,NA
N19-0837,PLY,LU 6 Late-21,2021,4,10,129,p,NA,g,NA,NA,1177.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,57.6,72.6,2022-01-24T12:38:29Z,NA
N19-1365,PLY,LU 6 Late-21,2021,4,35,130,p,NA,g,NA,NA,1462.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,57.4,64.8,2022-01-25T07:46:56Z,NA
N19-1066,PLY,LU 6 Late-21,2021,4,19,131,w,NA,t,NA,NA,1735.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,57,63.6,2022-01-25T06:43:45Z,NA
